,index,rate,rest_type,cuisines,cost_for_two,name,online_order,book_table,votes,listed_in(type),location,price_range
3594,5126,3.4,Quick Bites,North Indian,350,Shahi Family Restaurant,1,0,69,Delivery,Ulsoor,Mid
3595,5127,3.8,Quick Bites,Fast Food,250,Pathaan Sir,1,0,88,Delivery,Frazer Town,Budget
3596,5128,4.3,"Takeaway, Delivery",North Indian,500,BOX8- Desi Meals,1,0,290,Delivery,Residency Road,Mid
3597,5129,4.2,Cafe,Pizza,500,Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,382,Delivery,Ulsoor,Mid
3598,5130,3.5,Quick Bites,North Indian,350,Punjabi Dhaba,1,0,350,Delivery,Ejipura,Mid
3599,5131,4.3,Delivery,Bakery,500,Warm Oven,1,0,889,Delivery,Domlur,Mid
3600,5132,3.3,Quick Bites,Biryani,400,Donne Biryani House,1,0,70,Delivery,Residency Road,Mid
3601,5133,4.3,Cafe,Cafe,650,Smally's Resto Cafe,1,0,3547,Delivery,Church Street,Premium
3602,5135,3.9,Delivery,Mexican,600,Firangi Bake,1,0,59,Delivery,Indiranagar,Mid
3603,5136,4.2,Delivery,Biryani,650,Behrouz Biryani,1,0,128,Delivery,Vasanth Nagar,Premium
3604,5137,4.4,Dessert Parlor,Ice Cream,400,Corner House Ice Cream,1,0,633,Delivery,Residency Road,Mid
3605,5138,4.2,"Beverage Shop, Quick Bites",Tea,250,Chai Point,1,0,176,Delivery,Indiranagar,Budget
3606,5139,4.0,Casual Dining,North Indian,750,Empire Restaurant,1,0,1864,Delivery,Frazer Town,Premium
3607,5140,3.5,"Takeaway, Delivery",North Indian,200,Tadkawala,1,0,68,Delivery,Vasanth Nagar,Budget
3608,5141,3.7,Quick Bites,Arabian,300,Shawarma Time,1,0,80,Delivery,Ulsoor,Budget
3609,5142,3.5,Quick Bites,Chinese,150,Bangalore Shadi Biriyani,1,0,57,Delivery,Vasanth Nagar,Budget
3610,5143,3.8,Casual Dining,Pizza,750,Pizza Hut,1,0,236,Delivery,Shanti Nagar,Premium
3611,5144,3.8,Quick Bites,North Indian,400,Roti Shotti,1,0,61,Delivery,Jeevan Bhima Nagar,Mid
3612,5145,3.3,Quick Bites,Biryani,300,Indian Chicken Biryani Point,1,0,9,Delivery,Richmond Road,Budget
3613,5146,4.3,Casual Dining,Portuguese,1200,Nando's,1,0,1217,Delivery,Indiranagar,Luxury
3614,5147,3.6,Quick Bites,Burger,400,KFC,1,0,206,Delivery,Cunningham Road,Mid
3615,5148,3.6,Casual Dining,Mangalorean,800,Dakshin Restaurant,1,0,16,Delivery,Brigade Road,Premium
3616,5149,3.9,"Sweet Shop, Quick Bites",Mithai,200,KC Das,1,0,370,Delivery,MG Road,Budget
3617,5150,3.8,Delivery,Pizza,750,Ovenstory Pizza,1,0,97,Delivery,Vasanth Nagar,Premium
3618,5151,2.7,Quick Bites,Arabian,400,M.M.A Kababs Rolls & Biryani Center,1,0,67,Delivery,Old Madras Road,Mid
3619,5152,4.0,"Dessert Parlor, Quick Bites",Desserts,450,Richie Rich,1,0,624,Delivery,Race Course Road,Mid
3620,5153,4.9,Dessert Parlor,Desserts,400,Belgian Waffle Factory,1,0,1746,Delivery,Brigade Road,Mid
3621,5154,3.8,Casual Dining,Biryani,800,No 10 Fort Cochin,1,1,194,Delivery,St. Marks Road,Premium
3622,5155,4.1,Quick Bites,South Indian,250,Shanthi Sagar,1,0,204,Delivery,Ulsoor,Budget
3623,5156,4.1,Casual Dining,Arabian,800,Savoury Restaurant,1,0,1443,Delivery,Frazer Town,Premium
3624,5157,3.8,Delivery,North Indian,500,Faasos,1,0,101,Delivery,Vasanth Nagar,Mid
3625,5158,4.4,Casual Dining,Arabian,750,Karama Restaurant,1,1,2860,Delivery,Frazer Town,Premium
3626,5159,3.7,Quick Bites,Mughlai,400,The Mughal's,1,0,89,Delivery,Frazer Town,Mid
3627,5160,4.1,Delivery,Biryani,650,Potful,1,0,1125,Delivery,Domlur,Premium
3628,5161,3.1,Quick Bites,Biryani,400,KKR FOODIES,1,1,58,Delivery,St. Marks Road,Mid
3629,5162,3.6,Quick Bites,North Indian,300,Hotel Dil Coorg,1,0,79,Delivery,Ulsoor,Budget
3630,5163,4.2,Casual Dining,Biryani,750,Meghana Foods,1,1,1746,Delivery,Indiranagar,Premium
3631,5164,3.2,Beverage Shop,Beverages,400,The Milkshake Theory,1,0,40,Delivery,Lavelle Road,Mid
3632,5165,3.8,Quick Bites,Fast Food,200,Snack House,1,0,22,Delivery,Indiranagar,Budget
3633,5166,3.4,Delivery,Burger,300,Indiana Burgers,1,0,46,Delivery,Domlur,Budget
3634,5167,4.3,Casual Dining,Biryani,650,Xpress Biryani,1,0,146,Delivery,Ulsoor,Premium
3635,5168,3.6,Delivery,Bakery,250,Cupcake Bliss,1,0,8,Delivery,Domlur,Budget
3636,5169,3.5,Quick Bites,Kerala,300,New Alameen Restaurant,1,0,24,Delivery,Ulsoor,Budget
3637,5170,4.4,"Casual Dining, Irani Cafee",Parsi,1300,Soda Bottle Opener Wala,1,1,3651,Delivery,Lavelle Road,Luxury
3638,5171,4.6,Casual Dining,European,1600,Smoke House Deli,1,0,2490,Delivery,Lavelle Road,Luxury
3639,5172,4.3,Casual Dining,Thai,1200,Thai Chy,1,1,375,Delivery,Indiranagar,Luxury
3640,5173,3.6,Quick Bites,Biryani,300,Donne Biryani Hatti,1,0,27,Delivery,Vasanth Nagar,Budget
3641,5174,4.3,Cafe,Cafe,1200,Cafe Azzure,1,1,2664,Delivery,MG Road,Luxury
3642,5175,3.9,Casual Dining,North Indian,500,Kabab Magic,1,0,74,Delivery,Richmond Road,Mid
3643,5176,3.6,"Takeaway, Delivery",Italian,500,The Good Bowl,1,0,10,Delivery,Vasanth Nagar,Mid
3644,5177,3.9,"Beverage Shop, Cafe",Cafe,500,Tata Cha,1,0,67,Delivery,Church Street,Mid
3645,5178,3.4,Quick Bites,South Indian,100,Ishta Upahar,1,0,41,Delivery,Ulsoor,Budget
3646,5179,4.0,Dessert Parlor,Desserts,300,Krispy Kreme,1,0,47,Delivery,Richmond Road,Budget
3647,5180,3.9,Delivery,Healthy Food,600,Healthie,1,0,189,Delivery,Indiranagar,Mid
3648,5181,4.4,Food Court,Desserts,450,XO Belgian Waffle,1,0,215,Delivery,Brigade Road,Mid
3649,5182,4.0,Casual Dining,Biryani,750,Mani's Dum Biryani,1,0,175,Delivery,Ulsoor,Premium
3650,5184,4.7,"Pub, Cafe",North Indian,1300,Hammered,1,1,4657,Delivery,Cunningham Road,Luxury
3651,5185,3.9,Quick Bites,Salad,600,Subway,1,0,107,Delivery,Lavelle Road,Mid
3652,5186,3.1,Quick Bites,Fast Food,350,Kaati Zone,1,0,163,Delivery,Church Street,Mid
3653,5187,4.4,"Bakery, Cafe",Bakery,600,Glen's Bakehouse,1,0,1087,Delivery,Lavelle Road,Mid
3654,5189,3.0,Casual Dining,North Indian,500,Swathi Deluxe Restaurant,1,0,74,Delivery,Shanti Nagar,Mid
3655,5190,4.2,Casual Dining,Seafood,700,Suryawanshi,1,0,444,Delivery,Indiranagar,Premium
3656,5191,4.3,Casual Dining,Steak,1500,Portland Steakhouse & Cafe,1,1,2040,Delivery,MG Road,Luxury
3657,5192,3.7,"Food Court, Quick Bites",Chinese,400,WOW! Momo,1,0,123,Delivery,Brigade Road,Mid
3658,5193,3.4,Delivery,South Indian,500,Thalis Of India,1,0,21,Delivery,Indiranagar,Mid
3659,5194,4.0,"Beverage Shop, Dessert Parlor",Desserts,400,Keventers,1,0,568,Delivery,Indiranagar,Mid
3660,5195,4.2,Casual Dining,Nepalese,800,Utse Kitchen,1,0,172,Delivery,Commercial Street,Premium
3661,5197,3.1,Food Court,Rolls,250,Shawarma Inc,1,0,28,Delivery,Brigade Road,Budget
3662,5198,3.7,Casual Dining,Chinese,900,Alampur Bar And Restaurant,1,0,42,Delivery,Race Course Road,Premium
3663,5199,3.9,Quick Bites,Biryani,400,SGS Non Veg - Gundu Pulav,1,0,55,Delivery,St. Marks Road,Mid
3664,5200,4.0,Quick Bites,Arabian,400,Hotel Fanoos,1,0,787,Delivery,Richmond Road,Mid
3665,5201,4.3,"Bar, Casual Dining",Finger Food,1600,Laughing Llama Gastropub,1,1,393,Delivery,Brigade Road,Luxury
3666,5202,3.9,Casual Dining,North Indian,800,Imperial Restaurant,1,0,238,Delivery,Indiranagar,Premium
3667,5203,3.5,Quick Bites,Italian,300,Oregano Pizzeria,1,0,60,Delivery,Frazer Town,Budget
3668,5204,4.1,Casual Dining,Healthy Food,400,The Good Grain,1,0,54,Delivery,Residency Road,Mid
3669,5205,4.5,Casual Dining,Italian,1300,Pasta Street,1,1,1621,Delivery,Cunningham Road,Luxury
3670,5206,3.7,Quick Bites,South Indian,200,Chetty's Coffee,1,0,18,Delivery,MG Road,Budget
3671,5207,3.9,Quick Bites,Biryani,350,Cita Pani,1,1,54,Delivery,Indiranagar,Mid
3672,5209,4.3,Dessert Parlor,Desserts,400,The Waffle Press,1,0,116,Delivery,St. Marks Road,Mid
3673,5210,3.9,Casual Dining,Chinese,500,Delicacy,1,0,306,Delivery,Frazer Town,Mid
3674,5211,3.6,Quick Bites,North Indian,700,Kareem's,1,0,32,Delivery,Frazer Town,Premium
3675,5212,4.1,"Casual Dining, Cafe",Continental,900,Berrylicious Cafe,1,0,125,Delivery,MG Road,Premium
3676,5213,4.4,Casual Dining,Asian,1600,Mamagoto,1,1,2560,Delivery,Indiranagar,Luxury
3677,5214,3.0,Quick Bites,Rolls,500,Tayabbs,1,0,10,Delivery,Frazer Town,Mid
3678,5215,4.0,Bakery,Bakery,250,Atty's Bakery,1,0,73,Delivery,Frazer Town,Budget
3679,5216,3.9,Quick Bites,South Indian,200,Vijayalakshmi Veg,1,0,30,Delivery,Frazer Town,Budget
3680,5218,3.7,Bakery,Bakery,300,The Cake House,1,0,29,Delivery,Ulsoor,Budget
3681,5219,4.1,Casual Dining,Andhra,1100,Eden Park,1,1,612,Delivery,Cunningham Road,Luxury
3682,5220,3.6,Delivery,North Indian,500,YumYumDilli,1,0,51,Delivery,Indiranagar,Mid
3683,5221,3.9,"Sweet Shop, Quick Bites",Mithai,400,Kanti Sweets,1,0,100,Delivery,Brigade Road,Mid
3684,5222,3.9,Casual Dining,Mughlai,700,Rahhams,1,0,847,Delivery,Frazer Town,Premium
3685,5224,4.2,"Cafe, Bakery",Cafe,700,Marzipan Cafe & Bakery,1,0,432,Delivery,Ulsoor,Premium
3686,5225,4.0,"Takeaway, Delivery",Fast Food,650,Bozo's Yum Yums,1,0,90,Delivery,Frazer Town,Premium
3687,5226,4.3,Cafe,Cafe,700,Skoolroom,1,0,570,Delivery,Ulsoor,Premium
3688,5227,4.0,Casual Dining,North Indian,700,Pind Balluchi,1,1,1021,Delivery,Brigade Road,Premium
3689,5228,3.9,Dessert Parlor,Ice Cream,500,Cream Chemistry,1,0,148,Delivery,Frazer Town,Mid
3690,5229,3.5,Takeaway,Healthy Food,300,The Brekkie Shop,1,0,64,Delivery,MG Road,Budget
3691,5230,3.5,Casual Dining,Mangalorean,650,Maravanthe,1,0,12,Delivery,Brigade Road,Premium
3692,5232,4.0,"Dessert Parlor, Quick Bites",Cafe,400,WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,85,Delivery,Residency Road,Mid
3693,5233,3.6,Kiosk,North Indian,300,Haldiram's Express,1,0,44,Delivery,Brigade Road,Budget
3694,5234,4.2,Quick Bites,South Indian,300,Hotel Ramprasad,1,0,93,Delivery,Brigade Road,Budget
3695,5236,3.8,Casual Dining,South Indian,400,Anna Kuteera,1,0,62,Delivery,St. Marks Road,Mid
3696,5237,3.6,Quick Bites,North Indian,300,Indian Spice Food,1,0,15,Delivery,Ulsoor,Budget
3697,5238,2.5,Casual Dining,Chinese,1000,Wangs Kitchen,1,0,22,Delivery,Ulsoor,Premium
3698,5239,3.8,"Dessert Parlor, Beverage Shop",Beverages,100,Lassi Shop,1,0,83,Delivery,Indiranagar,Budget
3699,5240,4.1,Quick Bites,Fast Food,400,Kitchen of Joy,1,0,569,Delivery,Indiranagar,Mid
3700,5242,4.0,"Quick Bites, Beverage Shop",Fast Food,350,Haji Ali Juice Centre,1,0,78,Delivery,Commercial Street,Mid
3701,5243,3.9,Quick Bites,Pizza,800,Domino's Pizza,1,0,117,Delivery,MG Road,Premium
3702,5244,4.3,"Dessert Parlor, Cafe",Desserts,400,Mama Mia!,1,0,422,Delivery,Indiranagar,Mid
3703,5245,2.8,Casual Dining,Biryani,600,Shaadi Ki Biryani,1,0,296,Delivery,Commercial Street,Mid
3704,5246,3.5,Quick Bites,Nepalese,350,Taste of Nepal,1,0,22,Delivery,Koramangala 8th Block,Mid
3705,5247,4.4,"Fine Dining, Lounge",Japanese,3000,Shiro,1,1,2229,Delivery,Lavelle Road,Ultra
3706,5248,3.5,Quick Bites,Fast Food,200,Five Star Chicken,1,0,11,Delivery,Wilson Garden,Budget
3707,5249,4.2,Casual Dining,Thai,700,Thai House,1,0,127,Delivery,Brigade Road,Premium
3708,5250,3.7,Delivery,North Indian,500,InnerChef,1,0,270,Delivery,Indiranagar,Mid
3709,5252,3.3,Quick Bites,Street Food,300,Roll Er Dokaan,1,0,18,Delivery,Brigade Road,Budget
3710,5254,3.9,Cafe,Cafe,700,Steaming Mugs,1,0,241,Delivery,Basavanagudi,Premium
3711,5255,3.5,Quick Bites,North Indian,400,NH7 Refuel,1,0,17,Delivery,Ulsoor,Mid
3712,5257,4.3,Lounge,American,1500,Church Street Social,1,0,7544,Delivery,Church Street,Luxury
3713,5258,3.9,Food Court,Bakery,450,Mad Over Donuts,1,0,148,Delivery,Brigade Road,Mid
3714,5259,4.1,Casual Dining,North Indian,700,Sheesh Kebab,1,0,68,Delivery,Frazer Town,Premium
3715,5260,3.8,Quick Bites,Arabian,300,Just Shawarma,1,0,110,Delivery,Ulsoor,Budget
3716,5261,3.7,Quick Bites,Bengali,500,Bangaliana,1,0,11,Delivery,Indiranagar,Mid
3717,5262,4.0,Dessert Parlor,Desserts,400,The Belgian Waffle Co.,1,0,71,Delivery,Indiranagar,Mid
3718,5264,3.8,Quick Bites,Mexican,600,Taco Bell,1,0,30,Delivery,Brigade Road,Mid
3719,5265,4.2,Cafe,Cafe,500,Bangalore Masala House,1,0,255,Delivery,Vasanth Nagar,Mid
3720,5266,3.5,Beverage Shop,Beverages,150,Classic Lassi Shop,1,0,43,Delivery,Ulsoor,Budget
3721,5267,3.6,"Quick Bites, Beverage Shop",Fast Food,300,Fruit Face,1,0,21,Delivery,Indiranagar,Budget
3722,5268,4.2,Delivery,Bakery,500,Sweet Truth,1,0,50,Delivery,Koramangala 8th Block,Mid
3723,5269,4.2,"Casual Dining, Cafe",Italian,800,Green Theory,1,1,2840,Delivery,Residency Road,Premium
3724,5270,3.7,Quick Bites,South Indian,40,Srinidhi Sagar Food Line,1,0,129,Delivery,Indiranagar,Budget
3725,5271,3.8,Delivery,Healthy Food,650,Jars,1,0,28,Delivery,Vasanth Nagar,Premium
3726,5272,4.2,Dessert Parlor,Ice Cream,180,Pabrai's Fresh & Naturelle Icecreams,1,0,131,Delivery,Brigade Road,Budget
3727,5273,4.0,Dessert Parlor,Desserts,300,Ibaco,1,0,289,Delivery,Indiranagar,Budget
3728,5275,3.1,Delivery,North Indian,500,Hungerbreak 24x7,1,0,7,Delivery,Koramangala 8th Block,Mid
3729,5276,4.2,Casual Dining,Continental,750,The Egg Factory,1,0,1764,Delivery,St. Marks Road,Premium
3730,5277,3.9,Quick Bites,Biryani,400,Firewood Biryani,1,0,454,Delivery,Residency Road,Mid
3731,5278,3.8,Dessert Parlor,Bakery,500,Sweet Chariot,1,0,111,Delivery,Cunningham Road,Mid
3732,5279,3.0,Quick Bites,Biryani,200,Venus Biryani,1,0,144,Delivery,Domlur,Budget
3733,5280,4.3,"Cafe, Dessert Parlor",Cafe,750,Dolci Desserts,1,0,652,Delivery,Cunningham Road,Premium
3734,5281,3.1,Sweet Shop,Mithai,200,Sangam Sweets,1,0,26,Delivery,Seshadripuram,Budget
3735,5283,4.1,"Quick Bites, Sweet Shop",Mithai,150,Kartik's Mithai Shoppe,1,0,110,Delivery,Indiranagar,Budget
3736,5284,3.9,"Casual Dining, Bar",Mughlai,1300,Desi Deck,1,1,96,Delivery,Brigade Road,Luxury
3737,5285,3.3,"Cafe, Quick Bites",Italian,350,UBCR,1,0,5,Delivery,Indiranagar,Mid
3738,5286,4.3,Lounge,Continental,1300,Hoppipola,1,0,1703,Delivery,Church Street,Luxury
3739,5289,3.8,Quick Bites,South Indian,200,Hatti Kaapi,1,0,30,Delivery,Ulsoor,Budget
3740,5290,3.3,Takeaway,Fast Food,100,Mount View Fast Food,1,0,4,Delivery,Vasanth Nagar,Budget
3741,5291,3.9,Casual Dining,Biryani,600,Chichaba's Taj,1,0,442,Delivery,Frazer Town,Mid
3742,5292,4.1,Dessert Parlor,Desserts,150,99 Pancakes,1,0,41,Delivery,Church Street,Budget
3743,5293,3.8,Casual Dining,Chinese,850,Beijing Bites,1,0,262,Delivery,Richmond Road,Premium
3744,5294,3.9,Casual Dining,North Indian,500,Kabab Korner,1,0,205,Delivery,St. Marks Road,Mid
3745,5295,3.1,Quick Bites,Street Food,300,Oh My Chaat,1,0,18,Delivery,Frazer Town,Budget
3746,5296,3.5,Delivery,South Indian,600,YumYumSouth,1,0,38,Delivery,Indiranagar,Mid
3747,5297,4.0,Casual Dining,Italian,1000,Foodhall,1,0,113,Delivery,MG Road,Premium
3748,5298,4.3,"Cafe, Casual Dining",Cafe,1000,Ciclo Cafe,1,0,1283,Delivery,Indiranagar,Premium
3749,5300,4.1,Cafe,Cafe,700,Wolf'ish,1,0,459,Delivery,Church Street,Premium
3750,5301,3.9,Casual Dining,Arabian,700,Alibaba Cafe and Restaurant,1,0,450,Delivery,Frazer Town,Premium
3751,5302,4.3,"Casual Dining, Cafe",Continental,1000,Infinitea Tea Room & Tea Store,1,1,858,Delivery,Cunningham Road,Premium
3752,5303,3.5,Quick Bites,Street Food,200,Goli Vada Pav No. 1,1,0,33,Delivery,Ulsoor,Budget
3753,5304,3.8,Dessert Parlor,Desserts,300,Ooty Chocolates,1,0,55,Delivery,Indiranagar,Budget
3754,5305,3.2,"Sweet Shop, Quick Bites",Mithai,300,Arya Bhavan Sweets,1,0,9,Delivery,Vasanth Nagar,Budget
3755,5306,4.2,"Bakery, Dessert Parlor",Bakery,300,Amande Patisserie,1,0,231,Delivery,Lavelle Road,Budget
3756,5307,4.4,Casual Dining,North Indian,800,Qissa Khawani,1,0,319,Delivery,Church Street,Premium
3757,5308,3.9,Casual Dining,North Indian,950,Ayda Persian Kitchen,1,0,224,Delivery,Church Street,Premium
3758,5309,3.7,Sweet Shop,Mithai,250,Sri Krishna Sweets,1,0,32,Delivery,Indiranagar,Budget
3759,5310,3.8,Sweet Shop,Fast Food,300,Tewari Bros Mithai Shoppie,1,0,59,Delivery,Commercial Street,Budget
3760,5311,3.7,Quick Bites,Street Food,100,Kolkatta Famous Chat,1,0,23,Delivery,Indiranagar,Budget
3761,5312,3.4,Dessert Parlor,Bakery,150,Cookie Man,1,0,36,Delivery,Brigade Road,Budget
3762,5313,3.3,Cafe,Cafe,900,Cafe Coffee Day,1,0,65,Delivery,Brigade Road,Premium
3763,5315,3.9,Casual Dining,Pizza,800,Vinny's,1,0,206,Delivery,Brigade Road,Premium
3764,5316,3.9,Casual Dining,North Indian,500,Sagar Delicacy,1,0,87,Delivery,Ulsoor,Mid
3765,5317,2.9,Quick Bites,Street Food,300,Platter,1,0,26,Delivery,Residency Road,Budget
3766,5319,3.6,Casual Dining,Kerala,500,The Adukkala Restaurant,1,0,40,Delivery,Brigade Road,Mid
3767,5320,4.2,"Casual Dining, Bar",Goan,1000,Carnival de Goa,1,1,980,Delivery,Ulsoor,Premium
3768,5321,3.7,Quick Bites,Burger,500,McDonald's,1,0,184,Delivery,Brigade Road,Mid
3769,5322,4.1,Quick Bites,North Indian,300,Northern Route,1,0,159,Delivery,St. Marks Road,Budget
3770,5324,3.5,Bakery,Desserts,400,INDULGE by InnerChef,1,0,27,Delivery,Indiranagar,Mid
3771,5325,4.2,"Casual Dining, Bar",European,1400,The Open Box,1,1,2270,Delivery,St. Marks Road,Luxury
3772,5326,4.3,"Bar, Casual Dining",Continental,1300,Double Decker,0,1,2651,Delivery,Brigade Road,Luxury
3773,5327,3.7,Quick Bites,Biryani,250,Chickpet Donne Biryani House,1,0,44,Delivery,Commercial Street,Budget
3774,5328,4.4,Casual Dining,Italian,1500,Toscano,1,1,1840,Delivery,Lavelle Road,Luxury
3775,5329,3.1,Delivery,Continental,500,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,54,Delivery,Indiranagar,Mid
3776,5330,3.4,Casual Dining,Andhra,550,Dakshin Biryani & Tiffin,1,0,334,Delivery,Indiranagar,Mid
3777,5331,3.5,Kiosk,Pizza,600,Pizza Stop,1,0,73,Delivery,Lavelle Road,Mid
3778,5332,4.2,Cafe,Cafe,750,Mudpipe Cafe,1,0,739,Delivery,Cunningham Road,Premium
3779,5333,3.1,Dessert Parlor,Ice Cream,250,Baskin Robbins,1,0,21,Delivery,Frazer Town,Budget
3780,5335,4.1,Cafe,Cafe,800,Fabcafe,1,1,54,Delivery,MG Road,Premium
3781,5336,4.1,Dessert Parlor,Desserts,550,Chocolate D'Luxe,1,0,183,Delivery,Lavelle Road,Mid
3782,5337,3.1,Quick Bites,Fast Food,500,Chilli Chicken,1,0,7,Delivery,Brigade Road,Mid
3783,5338,4.0,Club,Chinese,2000,NoLimmits Lounge and Club,1,1,2103,Delivery,Brigade Road,Luxury
3784,5340,3.2,Delivery,North Indian,350,Masale Daan,1,0,5,Delivery,Richmond Road,Mid
3785,5341,3.7,Quick Bites,Burmese,300,Hotel Rangoon,1,0,17,Delivery,Ulsoor,Budget
3786,5342,3.5,"Beverage Shop, Quick Bites",Beverages,400,Drunken Monkey,1,0,8,Delivery,Frazer Town,Mid
3787,5343,4.3,Casual Dining,Mangalorean,550,Mangalore pearl - Seafood Restaurant,1,0,94,Delivery,Ulsoor,Mid
3788,5344,3.4,Quick Bites,Asian,500,The Wok Shop,1,0,7,Delivery,Ulsoor,Mid
3789,5345,3.2,Quick Bites,South Indian,300,Chaitanya Veg,1,0,5,Delivery,Shivajinagar,Budget
3790,5346,4.0,"Casual Dining, Bar",American,1000,20 Feet High,1,1,932,Delivery,Church Street,Premium
3791,5347,2.8,Delivery,Continental,600,World In A Bowl,1,0,34,Delivery,Indiranagar,Mid
3792,5348,4.3,Cafe,Cafe,700,Bean Flickers,1,0,392,Delivery,Indiranagar,Premium
3793,5349,3.9,Quick Bites,North Indian,600,7 Plates,1,0,169,Delivery,Frazer Town,Mid
3794,5350,3.9,"Quick Bites, Bakery",Fast Food,250,Munchies,1,0,64,Delivery,Brigade Road,Budget
3795,5352,4.3,Casual Dining,Rajasthani,1400,Rasovara,1,1,763,Delivery,Lavelle Road,Luxury
3796,5353,3.5,"Takeaway, Delivery",Desserts,300,Kenz Karam,1,0,10,Delivery,Frazer Town,Budget
3797,5354,4.1,Casual Dining,American,1500,Kobe Sizzlers,1,0,1117,Delivery,Brigade Road,Luxury
3798,5355,3.7,Quick Bites,South Indian,200,Cafe Idly,1,0,81,Delivery,Frazer Town,Budget
3799,5356,3.1,Quick Bites,North Indian,350,Al Swaad Take Away,1,0,12,Delivery,Richmond Road,Mid
3800,5358,4.1,Cafe,BBQ,700,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,1,0,114,Delivery,Richmond Road,Premium
3801,5359,3.7,Casual Dining,North Indian,500,Ambur Star Briyani,1,0,17,Delivery,Indiranagar,Mid
3802,5360,4.0,Quick Bites,South Indian,400,Airlines Hotel,1,0,867,Delivery,Lavelle Road,Mid
3803,5361,3.4,Bakery,Bakery,400,Just Bake,1,0,6,Delivery,Ulsoor,Mid
3804,5362,2.8,Quick Bites,South Indian,400,Pai Vihar,1,0,54,Delivery,Vasanth Nagar,Mid
3805,5363,2.9,Delivery,Italian,600,Crunch Pizzas,1,0,330,Delivery,Domlur,Mid
3806,5364,3.2,"Takeaway, Delivery",North Indian,400,Eat At Nite,1,0,56,Delivery,Frazer Town,Mid
3807,5365,3.2,Casual Dining,Continental,1000,Height's Cafe - Hotel Bangalore International,1,0,2,Delivery,Race Course Road,Premium
3808,5366,3.9,Dessert Parlor,Desserts,600,Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,1,0,53,Delivery,MG Road,Mid
3809,5367,4.0,Beverage Shop,Beverages,400,Frozen Bottle,1,0,35,Delivery,Brigade Road,Mid
3810,5368,3.8,Quick Bites,South Indian,200,Sri Udupi Park,1,0,106,Delivery,Residency Road,Budget
3811,5369,3.8,Quick Bites,Beverages,250,Ramji Chaiwale,1,0,41,Delivery,Ulsoor,Budget
3812,5370,3.2,"Dessert Parlor, Bakery",Ice Cream,200,Gelato Italiano,1,0,4,Delivery,Kammanahalli,Budget
3813,5371,4.1,"Cafe, Bakery",Cafe,450,Chantilly,1,0,115,Delivery,Indiranagar,Mid
3814,5373,3.3,Delivery,North Indian,200,Ghar Ka Bhojan,1,0,7,Delivery,Domlur,Budget
3815,5375,4.2,Cafe,Cafe,500,Cafe Terra,1,0,391,Delivery,Indiranagar,Mid
3816,5376,3.4,Quick Bites,Mangalorean,300,Ascharya Hotel,1,0,11,Delivery,Koramangala 5th Block,Budget
3817,5377,4.0,Casual Dining,North Indian,500,Charminar Kabab Paradise,1,0,104,Delivery,Frazer Town,Mid
3818,5378,4.0,Dessert Parlor,Desserts,500,Cream Stone,1,0,78,Delivery,Frazer Town,Mid
3819,5379,4.2,"Casual Dining, Bar",North Eastern,1000,EatWater,1,0,121,Delivery,Lavelle Road,Premium
3820,5380,3.8,Cafe,Cafe,700,The Coffee Bean & Tea Leaf,1,0,260,Delivery,MG Road,Premium
3821,5381,3.7,Cafe,Cafe,350,Sherlock's Cafe,1,0,40,Delivery,Frazer Town,Mid
3822,5383,4.1,Cafe,Cafe,300,Step Right Up,1,0,152,Delivery,Vasanth Nagar,Budget
3823,5384,3.9,Casual Dining,Mediterranean,700,Zaks Mediterranean Cuisine,1,0,256,Delivery,Frazer Town,Premium
3824,5385,3.5,Quick Bites,North Indian,200,Paratha Xpress,1,0,7,Delivery,Ulsoor,Budget
3825,5386,3.1,Quick Bites,Fast Food,500,Meat And Eat,1,0,4,Delivery,Wilson Garden,Mid
3826,5387,2.8,Beverage Shop,Beverages,350,The ThickShake Factory,1,0,19,Delivery,Cunningham Road,Mid
3827,5388,2.9,Quick Bites,South Indian,350,The Chariot,1,0,50,Delivery,Brigade Road,Mid
3828,5389,4.0,Quick Bites,Fast Food,450,The J,1,0,134,Delivery,Church Street,Mid
3829,5390,4.0,Dessert Parlor,Desserts,250,ZOROY Luxury Chocolate,1,0,68,Delivery,Church Street,Budget
3830,5391,3.9,Quick Bites,Tea,200,Kanteen 038,1,0,51,Delivery,Indiranagar,Budget
3831,5392,3.5,Quick Bites,Biryani,400,Donne Biriyani Mane,1,0,62,Delivery,Church Street,Mid
3832,5394,3.9,Casual Dining,South Indian,400,A2B - Adyar Ananda Bhavan,1,0,184,Delivery,Shanti Nagar,Mid
3833,5395,4.0,"Bar, Quick Bites",Continental,2000,Le Rock,1,0,1203,Delivery,Brigade Road,Luxury
3834,5396,3.5,Quick Bites,Fast Food,300,Bangalore Bytes,1,0,121,Delivery,Brigade Road,Budget
3835,5397,3.7,Beverage Shop,Beverages,300,Milk N Shakes,1,0,45,Delivery,Koramangala 8th Block,Budget
